FUND TYPE,FUND CODE,FUND DESCRIPTION,DEPARTMENT NUMBER,DEPARTMENT DESCRIPTION,APPROPRIATION AUTHORITY,APPROPRIATION AUTHORITY DESCRIPTION,APPROPRIATION ACCOUNT,APPROPRIATION ACCOUNT DESCRIPTION,2022 ORDINANCE (AMOUNT $)
GRANTS,G127,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,5,SALARIES AND WAGES - ON PAYROLL,6500077.00
GRANTS,G127,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,15,SCHEDULE SALARY ADJUSTMENTS,26441.00
GRANTS,G127,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,44,FRINGE BENEFITS,3196234.00
GRANTS,G127,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,135,DELEGATE AGENCIES,3622248.00
GRANTS,G128,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,6,SALARY PROVISION,724793.00
GRANTS,G128,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,135,DELEGATE AGENCIES,8259207.00
GRANTS,G129,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,991,MATCHING AND SUPPLEMENTAL GRANTS,186000.00
GRANTS,G130,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,135,DELEGATE AGENCIES,150000.00
GRANTS,G131,FOSTER GRANDPARENTS,50,DFSS,2815,FOSTER GRANDPARENTS,5,SALARIES AND WAGES - ON PAYROLL,126504.00
GRANTS,G131,FOSTER GRANDPARENTS,50,DFSS,2815,FOSTER GRANDPARENTS,15,SCHEDULE SALARY ADJUSTMENTS,1065.00
GRANTS,G131,FOSTER GRANDPARENTS,50,DFSS,2815,FOSTER GRANDPARENTS,44,FRINGE BENEFITS,60904.00
GRANTS,G131,FOSTER GRANDPARENTS,50,DFSS,2815,FOSTER GRANDPARENTS,135,DELEGATE AGENCIES,426527.00
GRANTS,G132,FOSTER GRANDPARENTS,50,DFSS,2815,FOSTER GRANDPARENTS,991,MATCHING AND SUPPLEMENTAL GRANTS,245000.00
GRANTS,G149,TITLE XX DONATED FUNDS,50,DFSS,2873,TITLE XX DONATED FUNDS,140,PROFESSIONAL AND TECHNICAL SERVICES,1400000.00
GRANTS,G150,TITLE XX DONATED FUNDS,50,DFSS,2873,TITLE XX DONATED FUNDS,991,MATCHING AND SUPPLEMENTAL GRANTS,420000.00
GRANTS,G154,MEDICARE IMPROVMTS PATIENTS/PROVIDERS,50,DFSS,2937,MEDICARE IMPROVEMENTS,6,SALARY PROVISION,110000.00
GRANTS,G155,STATE FOSTER GRANDPARENTS,50,DFSS,2815,FOSTER GRANDPARENTS,50,STIPENDS,13500.00
GRANTS,G155,STATE FOSTER GRANDPARENTS,50,DFSS,2815,FOSTER GRANDPARENTS,140,PROFESSIONAL AND TECHNICAL SERVICES,1220.00
GRANTS,G155,STATE FOSTER GRANDPARENTS,50,DFSS,2815,FOSTER GRANDPARENTS,229,TRANSPORTATION AND EXPENSE ALLOWANCE,7950.00
GRANTS,G155,STATE FOSTER GRANDPARENTS,50,DFSS,2815,FOSTER GRANDPARENTS,330,FOOD,8424.00
GRANTS,G155,STATE FOSTER GRANDPARENTS,50,DFSS,2815,FOSTER GRANDPARENTS,350,STATIONERY AND OFFICE SUPPLIES,808.00
GRANTS,G155,STATE FOSTER GRANDPARENTS,50,DFSS,2815,FOSTER GRANDPARENTS,982,RECOGNITION FOR HEROSIM,5098.00
GRANTS,G155,STATE FOSTER GRANDPARENTS,50,DFSS,2818,STATE FOSTER GRANDPARENTS,140,PROFESSIONAL AND TECHNICAL SERVICES,16000.00
GRANTS,G160,SENIOR COMPANION PROJECT,50,DFSS,2868,SENIOR COMPANION PJT - ACTION,6,SALARY PROVISION,59984.00
GRANTS,G160,SENIOR COMPANION PROJECT,50,DFSS,2868,SENIOR COMPANION PJT - ACTION,50,STIPENDS,65772.00
GRANTS,G160,SENIOR COMPANION PROJECT,50,DFSS,2868,SENIOR COMPANION PJT - ACTION,135,DELEGATE AGENCIES,5256.00
CDBG,0J48,CDBG,5,OBM,2505,ADMINISTRATION AND MONITORING,159,LEASE/PURCHASE EQUIPMENT,2600.00
GRANTS,G160,SENIOR COMPANION PROJECT,50,DFSS,2868,SENIOR COMPANION PJT - ACTION,270,LOCAL TRANSPORTATION,1202.00
GRANTS,G160,SENIOR COMPANION PROJECT,50,DFSS,2868,SENIOR COMPANION PJT - ACTION,330,FOOD,6136.00
GRANTS,G160,SENIOR COMPANION PROJECT,50,DFSS,2868,SENIOR COMPANION PJT - ACTION,982,RECOGNITION FOR HEROSIM,650.00
GRANTS,G175,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,5,SALARIES AND WAGES - ON PAYROLL,4651216.00
GRANTS,G175,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,15,SCHEDULE SALARY ADJUSTMENTS,30837.00
GRANTS,G175,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,44,FRINGE BENEFITS,2276562.00
GRANTS,G175,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,135,DELEGATE AGENCIES,57857385.00
GRANTS,G177,SENIOR COMPANION PROJECT-STATE MATCH,50,DFSS,2868,SENIOR COMPANION PJT - ACTION,982,RECOGNITION FOR HEROSIM,16000.00
GRANTS,G204,EMERGENCY AND TRANSITIONAL HOUSING,50,DFSS,2942,Emergency /Transitional Housng,5,SALARIES AND WAGES - ON PAYROLL,198521.00
GRANTS,G204,EMERGENCY AND TRANSITIONAL HOUSING,50,DFSS,2942,Emergency /Transitional Housng,15,SCHEDULE SALARY ADJUSTMENTS,2792.00
GRANTS,G204,EMERGENCY AND TRANSITIONAL HOUSING,50,DFSS,2942,Emergency /Transitional Housng,44,FRINGE BENEFITS,95576.00
GRANTS,G204,EMERGENCY AND TRANSITIONAL HOUSING,50,DFSS,2942,Emergency /Transitional Housng,135,DELEGATE AGENCIES,3962985.00
GRANTS,G204,EMERGENCY AND TRANSITIONAL HOUSING,50,DFSS,2942,Emergency /Transitional Housng,140,PROFESSIONAL AND TECHNICAL SERVICES,15008.00
GRANTS,G204,EMERGENCY AND TRANSITIONAL HOUSING,50,DFSS,2942,Emergency /Transitional Housng,190,TELEPHONE - CENTREX BILLINGS,4359.00
GRANTS,G204,EMERGENCY AND TRANSITIONAL HOUSING,50,DFSS,2942,Emergency /Transitional Housng,801,INDIRECT COSTS,102759.00
GRANTS,G286,CHICAGO DOMESTIC VIOLENCE HELP LINE,50,DFSS,2923,CHICAGO DOM VIOLENCE HELP LINE,991,MATCHING AND SUPPLEMENTAL GRANTS,357000.00
GRANTS,G287,CHICAGO DOMESTIC VIOLENCE HELP LINE,50,DFSS,2923,CHICAGO DOM VIOLENCE HELP LINE,140,PROFESSIONAL AND TECHNICAL SERVICES,455000.00
GRANTS,G288,EMERGENCY PET PRESERVATION PROGRAM,50,DFSS,2965,Emergency Pet Preservation,140,PROFESSIONAL AND TECHNICAL SERVICES,100000.00
GRANTS,G303,CHICAGO DOMESTIC VIOLENCE HELP LINE,50,DFSS,2923,CHICAGO DOM VIOLENCE HELP LINE,140,PROFESSIONAL AND TECHNICAL SERVICES,181000.00
GRANTS,GA00,CORONAVIRUS LOCAL FISCAL RECOVERY FUND,50,DFSS,290H,ARP Fiscal Recovery,9246,AMERICAN RESCUE PLAN INVESTMENT,213000000.00
GRANTS,GA03,HOME INVESTMENT PARTNERSHIP,50,DFSS,280E,Home Investment Partnership,135,DELEGATE AGENCIES,71171000.00
GRANTS,GA14,EARLY HEAD START EXPANSION,50,DFSS,2860,HEAD START / EARLY HEAD START,135,DELEGATE AGENCIES,11733000.00
GRANTS,0P87,CPD - PRIVATE GRANTS,51,PSA,2826,PSA - Private Grants,140,PROFESSIONAL AND TECHNICAL SERVICES,100000.00
GRANTS,0W59,UASI,51,PSA,2815,UASI,5,SALARIES AND WAGES - ON PAYROLL,1826493.00
GRANTS,0W59,UASI,51,PSA,2815,UASI,6,SALARY PROVISION,59490.00
GRANTS,0W59,UASI,51,PSA,2815,UASI,15,SCHEDULE SALARY ADJUSTMENTS,932.00
GRANTS,0W59,UASI,51,PSA,2815,UASI,44,FRINGE BENEFITS,895369.00
GRANTS,0W59,UASI,51,PSA,2815,UASI,140,PROFESSIONAL AND TECHNICAL SERVICES,15311468.00
GRANTS,G016,EDWARD BYRNE MEMORIAL JAG,51,PSA,2810,Edward Byrne Memorial JAG,5,SALARIES AND WAGES - ON PAYROLL,104782.00
GRANTS,G016,EDWARD BYRNE MEMORIAL JAG,51,PSA,2810,Edward Byrne Memorial JAG,44,FRINGE BENEFITS,52218.00
GRANTS,G092,UASI,51,PSA,2815,UASI,140,PROFESSIONAL AND TECHNICAL SERVICES,18000000.00
GRANTS,G188,UASI,51,PSA,2815,UASI,140,PROFESSIONAL AND TECHNICAL SERVICES,18500000.00
GRANTS,G197,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE,51,PSA,2996,JAG,140,PROFESSIONAL AND TECHNICAL SERVICES,157000.00
GRANTS,G212,EDWARD BYRNE MEMORIAL JAG,51,PSA,2996,JAG,140,PROFESSIONAL AND TECHNICAL SERVICES,157000.00
GRANTS,G264,SECURING THE CITIES,51,PSA,2820,Securing the City,5,SALARIES AND WAGES - ON PAYROLL,100453.00
GRANTS,G264,SECURING THE CITIES,51,PSA,2820,Securing the City,44,FRINGE BENEFITS,48363.00
GRANTS,G264,SECURING THE CITIES,51,PSA,2820,Securing the City,140,PROFESSIONAL AND TECHNICAL SERVICES,71184.00
GRANTS,G289,SECURING THE CITY,51,PSA,2820,Securing the City,140,PROFESSIONAL AND TECHNICAL SERVICES,220000.00
GRANTS,005C,CDBG - CARES ACT,54,DPD,2892,Community Healthcare,9103,REHABILITATION LOANS GT,7000000.00
GRANTS,033C,CDBG - CARES ACT,54,DPD,280A,Gift of Hope Project,140,PROFESSIONAL AND TECHNICAL SERVICES,5000000.00
GRANTS,0W87,GREEN INFRASTRUCTURE PROGRAM,54,DPD,2887,Green Infrastructure Program,140,PROFESSIONAL AND TECHNICAL SERVICES,500000.00
GRANTS,0W90,GREEN INFRASTRUCTURE PROGRAM,54,DPD,2887,Green Infrastructure Program,140,PROFESSIONAL AND TECHNICAL SERVICES,500000.00
GRANTS,G054,RED LINE EXTENSION STUDY,54,DPD,280B,RED LINE EXTENSION STUDY,6,SALARY PROVISION,102000.00
GRANTS,G209,HOME INVESTMENT PARTNERSHIP,54,DPD,2819,HOME INVESTMENT PARTNERSHIP,5,SALARIES AND WAGES - ON PAYROLL,99650.00
GRANTS,G209,HOME INVESTMENT PARTNERSHIP,54,DPD,2819,HOME INVESTMENT PARTNERSHIP,6,SALARY PROVISION,3374.00
GRANTS,G209,HOME INVESTMENT PARTNERSHIP,54,DPD,2819,HOME INVESTMENT PARTNERSHIP,44,FRINGE BENEFITS,47976.00
GRANTS,G248,EQUITABLE TRANSIT ORIENTED DEVELOPMENT,54,DPD,2894,Equitable Transit Oriented Dev,991,MATCHING AND SUPPLEMENTAL GRANTS,100000.00
GRANTS,G249,EQUITABLE TRANSIT ORIENTED DEVELOPMENT,54,DPD,2894,Equitable Transit Oriented Dev,140,PROFESSIONAL AND TECHNICAL SERVICES,800000.00
GRANTS,G263,SMALL BUSINESS RESILIENCY PROGRAM,54,DPD,2895,Small Business Resiliency Prog,135,DELEGATE AGENCIES,900000.00
GRANTS,GA00,CORONAVIRUS LOCAL FISCAL RECOVERY FUND,54,DPD,290H,ARP Fiscal Recovery,9246,AMERICAN RESCUE PLAN INVESTMENT,73000000.00
GRANTS,010C,CESF,57,CPD,2996,Edward Byrne Memorial JAG,20,OVERTIME,1359000.00
GRANTS,010C,CESF,57,CPD,2996,Edward Byrne Memorial JAG,140,PROFESSIONAL AND TECHNICAL SERVICES,28000.00
GRANTS,010C,CESF,57,CPD,2996,Edward Byrne Memorial JAG,340,MATERIAL AND SUPPLIES,4519000.00
GRANTS,010C,CESF,57,CPD,2996,Edward Byrne Memorial JAG,421,MACHINERY AND EQUIPMENT,80000.00
GRANTS,010C,CESF,57,CPD,2996,Edward Byrne Memorial JAG,450,VEHICLES,55000.00
GRANTS,010C,CESF,57,CPD,2996,Edward Byrne Memorial JAG,801,INDIRECT COSTS,299000.00
GRANTS,0191,ASSET FORFEITURE - STATE,57,CPD,2817,ASSET FORFEITURE - STATE,140,PROFESSIONAL AND TECHNICAL SERVICES,2113000.00
GRANTS,0657,POLICE,57,CPD,2816,ASSET FORFEITURE - FEDERAL,140,PROFESSIONAL AND TECHNICAL SERVICES,130000.00
GRANTS,0B17,ASSET FORFEITURE - FEDERAL,57,CPD,2816,ASSET FORFEITURE - FEDERAL,140,PROFESSIONAL AND TECHNICAL SERVICES,1173000.00
GRANTS,0N00,IMPROVING CPD'S RESPONSE TO DV/SA/STALKI,57,CPD,280E,Improving Response DV/SA/Stalk,5,SALARIES AND WAGES - ON PAYROLL,62914.00
GRANTS,0N00,IMPROVING CPD'S RESPONSE TO DV/SA/STALKI,57,CPD,280E,Improving Response DV/SA/Stalk,15,SCHEDULE SALARY ADJUSTMENTS,244.00
GRANTS,0N00,IMPROVING CPD'S RESPONSE TO DV/SA/STALKI,57,CPD,280E,Improving Response DV/SA/Stalk,44,FRINGE BENEFITS,30290.00
GRANTS,0N00,IMPROVING CPD'S RESPONSE TO DV/SA/STALKI,57,CPD,280E,Improving Response DV/SA/Stalk,140,PROFESSIONAL AND TECHNICAL SERVICES,887552.00
GRANTS,0N74,COPS HIRING PROGRAM,57,CPD,2983,COPS HIRING PROGRAM,6,SALARY PROVISION,4076000.00
GRANTS,0P87,CPD - PRIVATE GRANTS,57,CPD,281M,Police Reform,140,PROFESSIONAL AND TECHNICAL SERVICES,175000.00
GRANTS,0P87,CPD - PRIVATE GRANTS,57,CPD,2854,CPD - Private Grants,140,PROFESSIONAL AND TECHNICAL SERVICES,100000.00
GRANTS,0V27,URBAN AREAS SECURITY INITIATIVE,57,CPD,280V,UASI,140,PROFESSIONAL AND TECHNICAL SERVICES,53591.00
GRANTS,0V27,URBAN AREAS SECURITY INITIATIVE,57,CPD,280V,UASI,340,MATERIAL AND SUPPLIES,837067.00
GRANTS,0V27,URBAN AREAS SECURITY INITIATIVE,57,CPD,280V,UASI,451,VEHICLES - POLICE AND FIRE,138342.00
GRANTS,0V50,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE,57,CPD,2996,Edward Byrne Memorial JAG,6,SALARY PROVISION,478000.00
GRANTS,0V50,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE,57,CPD,2996,Edward Byrne Memorial JAG,135,DELEGATE AGENCIES,643000.00
GRANTS,0V50,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE,57,CPD,2996,Edward Byrne Memorial JAG,140,PROFESSIONAL AND TECHNICAL SERVICES,511000.00
GRANTS,0V50,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE,57,CPD,2996,Edward Byrne Memorial JAG,149,SOFTWARE MAINTENANCE AND LICENSING,346000.00
GRANTS,0V50,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE,57,CPD,2996,Edward Byrne Memorial JAG,229,TRANSPORTATION AND EXPENSE ALLOWANCE,1000.00
GRANTS,0V50,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE,57,CPD,2996,Edward Byrne Memorial JAG,340,MATERIAL AND SUPPLIES,13000.00
GRANTS,0V50,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE,57,CPD,2996,Edward Byrne Memorial JAG,421,MACHINERY AND EQUIPMENT,64000.00
GRANTS,0V50,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE,57,CPD,2996,Edward Byrne Memorial JAG,801,INDIRECT COSTS,4000.00
GRANTS,0V59,PORT SECURITY,57,CPD,280N,Port Security,140,PROFESSIONAL AND TECHNICAL SERVICES,56000.00
GRANTS,0V61,URBAN AREA SECURITY INITIATIVE,57,CPD,280V,UASI,140,PROFESSIONAL AND TECHNICAL SERVICES,29089.00
GRANTS,0V61,URBAN AREA SECURITY INITIATIVE,57,CPD,280V,UASI,340,MATERIAL AND SUPPLIES,225.00
GRANTS,0V61,URBAN AREA SECURITY INITIATIVE,57,CPD,280V,UASI,451,VEHICLES - POLICE AND FIRE,892686.00
GRANTS,0V69,TECHNOLOGY INNOVATION FOR PUBLIC SAFETY,57,CPD,2811,TECHNOLOGY OPPORTUNITIES,140,PROFESSIONAL AND TECHNICAL SERVICES,430000.00
GRANTS,0V72,COMPLEX COORDINATED TERRORIST ATTACK,57,CPD,280B,COMPLEX COORDINATED TERRORIST,140,PROFESSIONAL AND TECHNICAL SERVICES,200000.00
GRANTS,0V75,FIRST RESPONDERS ADDICTION RECOVERY,57,CPD,280Q,1st Responders Addiction Rec.,140,PROFESSIONAL AND TECHNICAL SERVICES,1263527.00
GRANTS,0V75,FIRST RESPONDERS ADDICTION RECOVERY,57,CPD,280Q,1st Responders Addiction Rec.,229,TRANSPORTATION AND EXPENSE ALLOWANCE,5730.00
GRANTS,0V75,FIRST RESPONDERS ADDICTION RECOVERY,57,CPD,280Q,1st Responders Addiction Rec.,340,MATERIAL AND SUPPLIES,400939.00
GRANTS,0V75,FIRST RESPONDERS ADDICTION RECOVERY,57,CPD,280Q,1st Responders Addiction Rec.,801,INDIRECT COSTS,26804.00
GRANTS,0V75,FIRST RESPONDERS ADDICTION RECOVERY,57,CPD,280Q,1st Responders Addiction Rec.,999,CULTURAL PROGRAMMING GRANTS,18000.00
GRANTS,0V84,COPS HIRING PROGRAM,57,CPD,2983,COPS HIRING PROGRAM,6,SALARY PROVISION,3009000.00
GRANTS,0V85,PORT SECURITY - MATCH,57,CPD,280N,Port Security,140,PROFESSIONAL AND TECHNICAL SERVICES,26000.00
GRANTS,0V86,LOCAL LAW ENFORCEMENT CRIME GUN INTEL,57,CPD,280R,Gun Intelligence Integration,140,PROFESSIONAL AND TECHNICAL SERVICES,700000.00
GRANTS,0V89,JUSTICE AND MENTAL HEALTH COLLABORATION,57,CPD,2935,JUSTICE AND MENTAL HEALTH,140,PROFESSIONAL AND TECHNICAL SERVICES,627000.00
GRANTS,0V91,TRANSIT SECURITY,57,CPD,2921,TRANSIT SECURITY,20,OVERTIME,347297.00
GRANTS,0V91,TRANSIT SECURITY,57,CPD,2921,TRANSIT SECURITY,340,MATERIAL AND SUPPLIES,13200.00
GRANTS,0V91,TRANSIT SECURITY,57,CPD,2921,TRANSIT SECURITY,445,TECHNICAL AND SCIENTIFIC EQUIPMENT,66503.00
GRANTS,0V99,EDWARD BYRNE MEMORIAL JAG,57,CPD,2996,Edward Byrne Memorial JAG,6,SALARY PROVISION,627000.00
GRANTS,0V99,EDWARD BYRNE MEMORIAL JAG,57,CPD,2996,Edward Byrne Memorial JAG,135,DELEGATE AGENCIES,590000.00
GRANTS,0V99,EDWARD BYRNE MEMORIAL JAG,57,CPD,2996,Edward Byrne Memorial JAG,140,PROFESSIONAL AND TECHNICAL SERVICES,782000.00
GRANTS,0V99,EDWARD BYRNE MEMORIAL JAG,57,CPD,2996,Edward Byrne Memorial JAG,229,TRANSPORTATION AND EXPENSE ALLOWANCE,26000.00
GRANTS,0V99,EDWARD BYRNE MEMORIAL JAG,57,CPD,2996,Edward Byrne Memorial JAG,340,MATERIAL AND SUPPLIES,108000.00
GRANTS,0V99,EDWARD BYRNE MEMORIAL JAG,57,CPD,2996,Edward Byrne Memorial JAG,801,INDIRECT COSTS,96000.00
GRANTS,0W49,EARLY DIVERSION PROGRAM,57,CPD,280W,Early Diversion Program,140,PROFESSIONAL AND TECHNICAL SERVICES,94000.00
GRANTS,0W50,MOTOR VEHICLE THEFT PREVENTION,57,CPD,2945,MOTOR VEHICLE THEFT PREVENTION,5,SALARIES AND WAGES - ON PAYROLL,66514.00
GRANTS,0W50,MOTOR VEHICLE THEFT PREVENTION,57,CPD,2945,MOTOR VEHICLE THEFT PREVENTION,20,OVERTIME,343000.00
GRANTS,0W50,MOTOR VEHICLE THEFT PREVENTION,57,CPD,2945,MOTOR VEHICLE THEFT PREVENTION,44,FRINGE BENEFITS,36544.00
GRANTS,0W50,MOTOR VEHICLE THEFT PREVENTION,57,CPD,2945,MOTOR VEHICLE THEFT PREVENTION,140,PROFESSIONAL AND TECHNICAL SERVICES,54000.00
GRANTS,0W50,MOTOR VEHICLE THEFT PREVENTION,57,CPD,2945,MOTOR VEHICLE THEFT PREVENTION,157,RENTAL EQUIPMENT AND SERVICES,39988.00
GRANTS,0W50,MOTOR VEHICLE THEFT PREVENTION,57,CPD,2945,MOTOR VEHICLE THEFT PREVENTION,229,TRANSPORTATION AND EXPENSE ALLOWANCE,2500.00
GRANTS,0W50,MOTOR VEHICLE THEFT PREVENTION,57,CPD,2945,MOTOR VEHICLE THEFT PREVENTION,340,MATERIAL AND SUPPLIES,56000.00
GRANTS,0W50,MOTOR VEHICLE THEFT PREVENTION,57,CPD,2945,MOTOR VEHICLE THEFT PREVENTION,421,MACHINERY AND EQUIPMENT,106000.00
GRANTS,0W50,MOTOR VEHICLE THEFT PREVENTION,57,CPD,2945,MOTOR VEHICLE THEFT PREVENTION,450,VEHICLES,70000.00
GRANTS,0W50,MOTOR VEHICLE THEFT PREVENTION,57,CPD,2945,MOTOR VEHICLE THEFT PREVENTION,801,INDIRECT COSTS,29454.00
GRANTS,0W52,COMP OPIOID ABUSE PROGRAM,57,CPD,281A,Comp Opioid Abuse Program,140,PROFESSIONAL AND TECHNICAL SERVICES,765000.00
GRANTS,0W53,VICTIM SPECIALIST PROGRAM,57,CPD,280Z,Crime Victim Assistance,5,SALARIES AND WAGES - ON PAYROLL,156826.00
GRANTS,0W53,VICTIM SPECIALIST PROGRAM,57,CPD,280Z,Crime Victim Assistance,15,SCHEDULE SALARY ADJUSTMENTS,5427.00
GRANTS,0W53,VICTIM SPECIALIST PROGRAM,57,CPD,280Z,Crime Victim Assistance,44,FRINGE BENEFITS,75503.00
GRANTS,0W53,VICTIM SPECIALIST PROGRAM,57,CPD,280Z,Crime Victim Assistance,140,PROFESSIONAL AND TECHNICAL SERVICES,341244.00
GRANTS,0W54,LAW ENFORCEMENT MENTAL HEALTH,57,CPD,281E,Mental Health and Wellness,9254,VIOLENCE REDUCTION PROGRAM,71000.00
GRANTS,0W55,DOM VIOL DATING STALKING CJ RESPONSE,57,CPD,281B,Imrpoving CJ Response - D.V.,140,PROFESSIONAL AND TECHNICAL SERVICES,30000.00
GRANTS,0W56,JUSTICE REINVESTMENT INITIATIVE,57,CPD,281D,Justice Reinvestment Initiativ,140,PROFESSIONAL AND TECHNICAL SERVICES,43000.00
GRANTS,0W57,RESEARCH/EVAL FIREARM VIOL,57,CPD,281G,Research / Eval. Firearm Viol,140,PROFESSIONAL AND TECHNICAL SERVICES,23000.00
GRANTS,0W59,UASI,57,CPD,280V,UASI,5,SALARIES AND WAGES - ON PAYROLL,62720.00
GRANTS,0W59,UASI,57,CPD,280V,UASI,15,SCHEDULE SALARY ADJUSTMENTS,876.00
GRANTS,0W59,UASI,57,CPD,280V,UASI,44,FRINGE BENEFITS,34459.00
GRANTS,0W59,UASI,57,CPD,280V,UASI,451,VEHICLES - POLICE AND FIRE,5631243.00
GRANTS,0W88,INNOVATIONS IN COMMUNITY BASED CRIME RED,57,CPD,280S,Byrne CJ Innovation Program,20,OVERTIME,328000.00
GRANTS,0W96,URBAN AREAS SECURITY INITIATIVE,57,CPD,280V,UASI,6,SALARY PROVISION,872440.00
GRANTS,0W96,URBAN AREAS SECURITY INITIATIVE,57,CPD,280V,UASI,140,PROFESSIONAL AND TECHNICAL SERVICES,3907710.00
GRANTS,0W96,URBAN AREAS SECURITY INITIATIVE,57,CPD,280V,UASI,169,TECHNICAL MEETING COSTS,10000.00
GRANTS,0W96,URBAN AREAS SECURITY INITIATIVE,57,CPD,280V,UASI,270,LOCAL TRANSPORTATION,10922.00
GRANTS,0W96,URBAN AREAS SECURITY INITIATIVE,57,CPD,280V,UASI,340,MATERIAL AND SUPPLIES,490370.00
GRANTS,0W96,URBAN AREAS SECURITY INITIATIVE,57,CPD,280V,UASI,451,VEHICLES - POLICE AND FIRE,567558.00
GRANTS,0Z69,TRANSIT SECURITY,57,CPD,2921,TRANSIT SECURITY,20,OVERTIME,647520.00
GRANTS,0Z69,TRANSIT SECURITY,57,CPD,2921,TRANSIT SECURITY,451,VEHICLES - POLICE AND FIRE,268480.00
GRANTS,0Z73,PORT SECURITY,57,CPD,280N,Port Security,20,OVERTIME,1614000.00
GRANTS,G016,EDWARD BYRNE MEMORIAL JAG,57,CPD,2996,Edward Byrne Memorial JAG,5,SALARIES AND WAGES - ON PAYROLL,501725.00
GRANTS,G016,EDWARD BYRNE MEMORIAL JAG,57,CPD,2996,Edward Byrne Memorial JAG,44,FRINGE BENEFITS,234306.00
CDBG,0J48,CDBG,5,OBM,2505,ADMINISTRATION AND MONITORING,169,TECHNICAL MEETING COSTS,10000.00
GRANTS,G016,EDWARD BYRNE MEMORIAL JAG,57,CPD,2996,Edward Byrne Memorial JAG,135,DELEGATE AGENCIES,176527.00
GRANTS,G016,EDWARD BYRNE MEMORIAL JAG,57,CPD,2996,Edward Byrne Memorial JAG,140,PROFESSIONAL AND TECHNICAL SERVICES,694442.00
GRANTS,G016,EDWARD BYRNE MEMORIAL JAG,57,CPD,2996,Edward Byrne Memorial JAG,229,TRANSPORTATION AND EXPENSE ALLOWANCE,25000.00
GRANTS,G016,EDWARD BYRNE MEMORIAL JAG,57,CPD,2996,Edward Byrne Memorial JAG,340,MATERIAL AND SUPPLIES,110000.00
GRANTS,G016,EDWARD BYRNE MEMORIAL JAG,57,CPD,2996,Edward Byrne Memorial JAG,421,MACHINERY AND EQUIPMENT,100000.00
GRANTS,G016,EDWARD BYRNE MEMORIAL JAG,57,CPD,2996,Edward Byrne Memorial JAG,801,INDIRECT COSTS,100000.00
GRANTS,G018,TRANSIT SECURITY,57,CPD,2921,TRANSIT SECURITY,5,SALARIES AND WAGES - ON PAYROLL,2606552.00
GRANTS,G018,TRANSIT SECURITY,57,CPD,2921,TRANSIT SECURITY,6,SALARY PROVISION,3919926.00
GRANTS,G018,TRANSIT SECURITY,57,CPD,2921,TRANSIT SECURITY,15,SCHEDULE SALARY ADJUSTMENTS,95024.00
GRANTS,G018,TRANSIT SECURITY,57,CPD,2921,TRANSIT SECURITY,44,FRINGE BENEFITS,1608498.00
GRANTS,G019,COPS HIRING PROGRAM,57,CPD,2983,COPS HIRING PROGRAM,5,SALARIES AND WAGES - ON PAYROLL,3485340.00
GRANTS,G019,COPS HIRING PROGRAM,57,CPD,2983,COPS HIRING PROGRAM,6,SALARY PROVISION,3974773.00
GRANTS,G019,COPS HIRING PROGRAM,57,CPD,2983,COPS HIRING PROGRAM,44,FRINGE BENEFITS,1914887.00
GRANTS,G023,IDOT STEP,57,CPD,2968,STEP,20,OVERTIME,766000.00
GRANTS,G024,LOCAL ALCOHOL PROGRAM,57,CPD,2995,Local Alcohol Program,20,OVERTIME,450000.00
GRANTS,G024,LOCAL ALCOHOL PROGRAM,57,CPD,2995,Local Alcohol Program,229,TRANSPORTATION AND EXPENSE ALLOWANCE,1000.00
GRANTS,G024,LOCAL ALCOHOL PROGRAM,57,CPD,2995,Local Alcohol Program,801,INDIRECT COSTS,45000.00
GRANTS,G025,INJURY PREVENTION,57,CPD,2987,INJURY PREVENTION,20,OVERTIME,118000.00
GRANTS,G025,INJURY PREVENTION,57,CPD,2987,INJURY PREVENTION,801,INDIRECT COSTS,12000.00
