FUND TYPE,FUND CODE,FUND DESCRIPTION,DEPARTMENT NUMBER,DEPARTMENT DESCRIPTION,APPROPRIATION AUTHORITY,APPROPRIATION AUTHORITY DESCRIPTION,APPROPRIATION ACCOUNT,APPROPRIATION ACCOUNT DESCRIPTION,2023 ORDINANCE (AMOUNT $)
GRANTS,049C,Head Start Cares Act,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,1914000.00
GRANTS,050C,Head Start CRRSA COVID-19,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,467000.00
GRANTS,052C,Expanding Access To Vaccines (Vac5),50,Department of Family and Support Services,280G,Expanding Access to COVID-19 Vaccines,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,413000.00
GRANTS,0L26,Assistance Grants for Victims of Human Trafficking,50,Department of Family and Support Services,2966,Assistance for Victims of Human Trafficking,0135,For Delegate Agencies,485000.00
GRANTS,0N12,Emergency Pet Preservation Program,50,Department of Family and Support Services,2965,Emergency Pet Preservation,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,28000.00
GRANTS,0W33,Assistance Grants for Victims of Human Trafficking,50,Department of Family and Support Services,2966,Assistance for Victims of Human Trafficking,0135,For Delegate Agencies,112000.00
GRANTS,0Y51,Early Head Start Expansion,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0135,For Delegate Agencies,3239153.00
GRANTS,0Y51,Early Head Start Expansion,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0245,Reimbursement to Travelers,29518.00
GRANTS,0Y51,Early Head Start Expansion,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0270,Local Transportation,2500.00
GRANTS,0Y51,Early Head Start Expansion,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0340,Material and Supplies,23138.00
GRANTS,0Y51,Early Head Start Expansion,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0801,Indirect Costs,638691.00
GRANTS,0Y78,Alzheimer's Disease Program Initiative,50,Department of Family and Support Services,2964,Alzheimer's Disease Program Initiative,0005,Salaries and Wages - on Payroll,193922.00
GRANTS,0Y78,Alzheimer's Disease Program Initiative,50,Department of Family and Support Services,2964,Alzheimer's Disease Program Initiative,0015,Schedule Salary Adjustments,3318.00
GRANTS,0Y78,Alzheimer's Disease Program Initiative,50,Department of Family and Support Services,2964,Alzheimer's Disease Program Initiative,0044,Fringe Benefits,130428.00
GRANTS,0Y78,Alzheimer's Disease Program Initiative,50,Department of Family and Support Services,2964,Alzheimer's Disease Program Initiative,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,391332.00
GRANTS,G004,Head Start and Early Head Start,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0006,Salary Provision,3000000.00
GRANTS,G004,Head Start and Early Head Start,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0135,For Delegate Agencies,53760000.00
GRANTS,G100,Senior Companion Project-State Match,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0982,For Expense in Connection with Recognition and Awards to Citizens of Chicago for Acts of Heroism. To Be Expended on Order of the City Council,50000.00
GRANTS,G101,Senior Medicare Patrol,50,Department of Family and Support Services,2945,Senior Medicare Patrol,0135,For Delegate Agencies,26000.00
GRANTS,G102,Senior Health Assistance Program,50,Department of Family and Support Services,2946,Senior Health Assistance Program,0006,Salary Provision,335000.00
GRANTS,G103,Senior Companion Project,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0005,Salaries and Wages - on Payroll,90967.00
GRANTS,G103,Senior Companion Project,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0044,Fringe Benefits,61182.00
GRANTS,G103,Senior Companion Project,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0050,Stipends,193137.00
GRANTS,G103,Senior Companion Project,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,1182.00
GRANTS,G103,Senior Companion Project,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0229,Transportation and Expense Allowance,8666.00
GRANTS,G103,Senior Companion Project,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0270,Local Transportation,1866.00
GRANTS,G104,Senior Companion Project,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0991,To Provide for Matching and Supplementary Grant Funds Currently in Effect as Well as New Grants,139000.00
GRANTS,G106,Emergency Solution,50,Department of Family and Support Services,2944,Emergency Solutions,0340,Material and Supplies,4147000.00
GRANTS,G107,Benefit Access Application Grant,50,Department of Family and Support Services,2977,Senior Benefits Access Program,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,224000.00
GRANTS,G108,Long Term Care Provider Fund,50,Department of Family and Support Services,2836,Long Term Care Ombudsman Program - CMP,0006,Salary Provision,293000.00
GRANTS,G110,Longterm Care System Development,50,Department of Family and Support Services,2820,Long Term Care System Development,0006,Salary Provision,59150.00
GRANTS,G110,Longterm Care System Development,50,Department of Family and Support Services,2820,Long Term Care System Development,0801,Indirect Costs,2850.00
GRANTS,G111,Elder Abuse and Neglect,50,Department of Family and Support Services,2846,Elder Abuse and Neglect,0006,Salary Provision,55542.00
GRANTS,G111,Elder Abuse and Neglect,50,Department of Family and Support Services,2846,Elder Abuse and Neglect,0801,Indirect Costs,6458.00
GRANTS,G112,Summer Jobs Connect Program,50,Department of Family and Support Services,2953,Summer Jobs Connect Program,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,91000.00
GRANTS,G114,Early Head Start Expansion,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0135,For Delegate Agencies,3900000.00
GRANTS,G115,Early Head Start -Child Care Partnership,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0006,Salary Provision,17500000.00
GRANTS,G116,Early Childhood Block Grant,50,Department of Family and Support Services,2962,Early Childhood Block Grant,0135,For Delegate Agencies,84200000.00
GRANTS,G124,Child Care Services,50,Department of Family and Support Services,2943,Child Care Services,0135,For Delegate Agencies,10817000.00
GRANTS,G127,Area Plan on Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0135,For Delegate Agencies,10612000.00
GRANTS,G128,Area Plan on Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0006,Salary Provision,6379793.00
GRANTS,G128,Area Plan on Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0135,For Delegate Agencies,8259207.00
GRANTS,G129,Area Plan on Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0991,To Provide for Matching and Supplementary Grant Funds Currently in Effect as Well as New Grants,186000.00
GRANTS,G130,Area Plan on Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0135,For Delegate Agencies,150000.00
GRANTS,G131,Foster Grandparents,50,Department of Family and Support Services,2815,Foster Grandparents,0135,For Delegate Agencies,649000.00
GRANTS,G132,Foster Grandparents,50,Department of Family and Support Services,2815,Foster Grandparents,0991,To Provide for Matching and Supplementary Grant Funds Currently in Effect as Well as New Grants,245000.00
GRANTS,G149,Title XX Donated Funds,50,Department of Family and Support Services,2873,Title XX Donated Funds,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,537000.00
GRANTS,G150,Title XX Donated Funds,50,Department of Family and Support Services,2873,Title XX Donated Funds,0991,To Provide for Matching and Supplementary Grant Funds Currently in Effect as Well as New Grants,179000.00
GRANTS,G152,Title XX Donated Funds,50,Department of Family and Support Services,2873,Title XX Donated Funds,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,211000.00
GRANTS,G153,Title XX Donated Funds,50,Department of Family and Support Services,2873,Title XX Donated Funds,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,71000.00
GRANTS,G154,Medicare Improvements for Patients and Providers Act (MIPPA),50,Department of Family and Support Services,2937,Medicare Improvements for Patients and Providers Act,0006,Salary Provision,110000.00
GRANTS,G155,State Foster Grandparents,50,Department of Family and Support Services,2818,State Foster Grandparents,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,59000.00
GRANTS,G157,Title XX Donated Funds,50,Department of Family and Support Services,2873,Title XX Donated Funds,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,509000.00
GRANTS,G158,Title XX Donated Funds,50,Department of Family and Support Services,2873,Title XX Donated Funds,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,170000.00
GRANTS,G175,Head Start and Early Head Start,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0005,Salaries and Wages - on Payroll,4295996.00
GRANTS,G175,Head Start and Early Head Start,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0015,Schedule Salary Adjustments,35880.00
GRANTS,G175,Head Start and Early Head Start,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0044,Fringe Benefits,2946942.00
GRANTS,G175,Head Start and Early Head Start,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0135,For Delegate Agencies,49481182.00
GRANTS,G204,Emergency and Transitional Housing,50,Department of Family and Support Services,2942,Emergency and Transitional Housing,0135,For Delegate Agencies,4382000.00
GRANTS,G262,CTA for Homelessness Support,50,Department of Family and Support Services,280K,CTA for Homelessness Support,0135,For Delegate Agencies,2000000.00
GRANTS,G286,Chicago Domestic Violence Help Line,50,Department of Family and Support Services,2923,Chicago Domestic Violence Help Line,0991,To Provide for Matching and Supplementary Grant Funds Currently in Effect as Well as New Grants,357000.00
GRANTS,G287,Chicago Domestic Violence Help Line,50,Department of Family and Support Services,2923,Chicago Domestic Violence Help Line,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,455000.00
GRANTS,G288,Emergency Pet Preservation Program,50,Department of Family and Support Services,2965,Emergency Pet Preservation,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,100000.00
GRANTS,G303,Chicago Domestic Violence Help Line,50,Department of Family and Support Services,2923,Chicago Domestic Violence Help Line,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,362000.00
GRANTS,G327,My Chi. My Future,50,Department of Family and Support Services,280H,My Chi My Future,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,81000.00
GRANTS,G334,Juvenile Justice System Girls Empowerment And Motivation Series,50,Department of Family and Support Services,280F,Reducing Risk for Girls in the Juvenile Justice System,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,425000.00
GRANTS,G343,Senior Medicare Patrol,50,Department of Family and Support Services,2945,Senior Medicare Patrol,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,26000.00
GRANTS,G344,Long Term Care Ombudsman,50,Department of Family and Support Services,2836,Long Term Care Ombudsman Program - CMP,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,293000.00
GRANTS,G345,Medicare Improvements For Patients And Providers,50,Department of Family and Support Services,2937,Medicare Improvements for Patients and Providers Act,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,147000.00
GRANTS,G346,Senior Benefits Access Application Program,50,Department of Family and Support Services,2977,Senior Benefits Access Program,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,224000.00
GRANTS,G347,Longterm Care System Development,50,Department of Family and Support Services,2820,Long Term Care System Development,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,62000.00
GRANTS,G348,Senior Health Assistance Program,50,Department of Family and Support Services,2946,Senior Health Assistance Program,0005,Salaries and Wages - on Payroll,154836.00
GRANTS,G348,Senior Health Assistance Program,50,Department of Family and Support Services,2946,Senior Health Assistance Program,0044,Fringe Benefits,104138.00
GRANTS,G348,Senior Health Assistance Program,50,Department of Family and Support Services,2946,Senior Health Assistance Program,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,80026.00
GRANTS,G349,Elder Abuse And Neglect,50,Department of Family and Support Services,2846,Elder Abuse and Neglect,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,62000.00
GRANTS,G351,Area Plan On Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0005,Salaries and Wages - on Payroll,6509252.00
GRANTS,G351,Area Plan On Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0015,Schedule Salary Adjustments,33389.00
GRANTS,G351,Area Plan On Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0044,Fringe Benefits,4463550.00
GRANTS,G351,Area Plan On Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0135,For Delegate Agencies,3259809.00
GRANTS,G356,Child Care Services,50,Department of Family and Support Services,2943,Child Care Services,0005,Salaries and Wages - on Payroll,740691.00
GRANTS,G356,Child Care Services,50,Department of Family and Support Services,2943,Child Care Services,0015,Schedule Salary Adjustments,915.00
GRANTS,G356,Child Care Services,50,Department of Family and Support Services,2943,Child Care Services,0044,Fringe Benefits,501177.00
GRANTS,G356,Child Care Services,50,Department of Family and Support Services,2943,Child Care Services,0135,For Delegate Agencies,9757217.00
GRANTS,G357,Early Childhood Block Grant,50,Department of Family and Support Services,2962,Early Childhood Block Grant,0005,Salaries and Wages - on Payroll,1189206.00
GRANTS,G357,Early Childhood Block Grant,50,Department of Family and Support Services,2962,Early Childhood Block Grant,0015,Schedule Salary Adjustments,8103.00
GRANTS,G357,Early Childhood Block Grant,50,Department of Family and Support Services,2962,Early Childhood Block Grant,0044,Fringe Benefits,824059.00
GRANTS,G357,Early Childhood Block Grant,50,Department of Family and Support Services,2962,Early Childhood Block Grant,0135,For Delegate Agencies,81660885.00
GRANTS,G357,Early Childhood Block Grant,50,Department of Family and Support Services,2962,Early Childhood Block Grant,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,517747.00
GRANTS,G359,Chicago Domestic Violence Help Line,50,Department of Family and Support Services,2923,Chicago Domestic Violence Help Line,0991,To Provide for Matching and Supplementary Grant Funds Currently in Effect as Well as New Grants,357000.00
GRANTS,G360,Chicago Domestic Violence Help Line,50,Department of Family and Support Services,2923,Chicago Domestic Violence Help Line,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,455000.00
GRANTS,G361,Emergency And Transition Housing,50,Department of Family and Support Services,2942,Emergency and Transitional Housing,0005,Salaries and Wages - on Payroll,205586.00
GRANTS,G361,Emergency And Transition Housing,50,Department of Family and Support Services,2942,Emergency and Transitional Housing,0044,Fringe Benefits,138272.00
GRANTS,G361,Emergency And Transition Housing,50,Department of Family and Support Services,2942,Emergency and Transitional Housing,0135,For Delegate Agencies,3916016.00
GRANTS,G361,Emergency And Transition Housing,50,Department of Family and Support Services,2942,Emergency and Transitional Housing,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,15008.00
GRANTS,G361,Emergency And Transition Housing,50,Department of Family and Support Services,2942,Emergency and Transitional Housing,0190,Telephone - Centrex Billings,4359.00
GRANTS,G361,Emergency And Transition Housing,50,Department of Family and Support Services,2942,Emergency and Transitional Housing,0801,Indirect Costs,102759.00
GRANTS,G362,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0005,Salaries and Wages - on Payroll,4442168.00
GRANTS,G362,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0015,Schedule Salary Adjustments,21568.00
GRANTS,G362,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0044,Fringe Benefits,3013315.00
GRANTS,G362,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0125,Office and Building Services,33926.00
GRANTS,G362,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0135,For Delegate Agencies,5410870.00
GRANTS,G362,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,40774.00
GRANTS,G362,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0155,Rental of Property,53570.00
GRANTS,G362,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0159,Lease Purchase Agreements for Equipment and Machinery,20892.00
GRANTS,G362,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0190,Telephone - Centrex Billings,53570.00
GRANTS,G362,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0340,Material and Supplies,10500.00
GRANTS,G362,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0350,Stationery and Office Supplies,3285.00
GRANTS,G362,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0801,Indirect Costs,695562.00
GRANTS,G363,Emergency Solution,50,Department of Family and Support Services,2944,Emergency Solutions,0005,Salaries and Wages - on Payroll,400787.00
GRANTS,G363,Emergency Solution,50,Department of Family and Support Services,2944,Emergency Solutions,0015,Schedule Salary Adjustments,1380.00
GRANTS,G363,Emergency Solution,50,Department of Family and Support Services,2944,Emergency Solutions,0044,Fringe Benefits,274251.00
GRANTS,G363,Emergency Solution,50,Department of Family and Support Services,2944,Emergency Solutions,0135,For Delegate Agencies,6625682.00
GRANTS,G363,Emergency Solution,50,Department of Family and Support Services,2944,Emergency Solutions,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,229687.00
GRANTS,G363,Emergency Solution,50,Department of Family and Support Services,2944,Emergency Solutions,0270,Local Transportation,800.00
GRANTS,G363,Emergency Solution,50,Department of Family and Support Services,2944,Emergency Solutions,0340,Material and Supplies,7413.00
GRANTS,G364,Summer Jobs Connect Program,50,Department of Family and Support Services,2953,Summer Jobs Connect Program,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,480000.00
GRANTS,G365,CHA Family Supportive Services,50,Department of Family and Support Services,2896,CHA Family Supportive Services,0005,Salaries and Wages - on Payroll,320030.00
GRANTS,G365,CHA Family Supportive Services,50,Department of Family and Support Services,2896,CHA Family Supportive Services,0015,Schedule Salary Adjustments,162.00
GRANTS,G365,CHA Family Supportive Services,50,Department of Family and Support Services,2896,CHA Family Supportive Services,0044,Fringe Benefits,215245.00
GRANTS,G365,CHA Family Supportive Services,50,Department of Family and Support Services,2896,CHA Family Supportive Services,0135,For Delegate Agencies,1839363.00
GRANTS,G365,CHA Family Supportive Services,50,Department of Family and Support Services,2896,CHA Family Supportive Services,0801,Indirect Costs,189200.00
GRANTS,G366,Area Plan On Aging-State,50,Department of Family and Support Services,2904,Area Plan on Aging,0135,For Delegate Agencies,14639000.00
GRANTS,G368,Senior Companion Project-State Match,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,34000.00
GRANTS,G369,Senior Companion Project-City Match,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,357000.00
GRANTS,G369,Senior Companion Project-City Match,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0991,To Provide for Matching and Supplementary Grant Funds Currently in Effect as Well as New Grants,139000.00
GRANTS,G370,State Foster Grandparents,50,Department of Family and Support Services,2818,State Foster Grandparents,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,59000.00
GRANTS,G371,Foster Grandparents-City Match,50,Department of Family and Support Services,2815,Foster Grandparents,0991,To Provide for Matching and Supplementary Grant Funds Currently in Effect as Well as New Grants,245000.00
GRANTS,G372,Foster Grandparents,50,Department of Family and Support Services,2815,Foster Grandparents,0005,Salaries and Wages - on Payroll,128192.00
GRANTS,G372,Foster Grandparents,50,Department of Family and Support Services,2815,Foster Grandparents,0015,Schedule Salary Adjustments,1118.00
GRANTS,G372,Foster Grandparents,50,Department of Family and Support Services,2815,Foster Grandparents,0044,Fringe Benefits,86219.00
GRANTS,G372,Foster Grandparents,50,Department of Family and Support Services,2815,Foster Grandparents,0135,For Delegate Agencies,433471.00
GRANTS,G373,Area Plan On Aging-City Match,50,Department of Family and Support Services,2904,Area Plan on Aging,0991,To Provide for Matching and Supplementary Grant Funds Currently in Effect as Well as New Grants,186000.00
GRANTS,G374,Area Plan On Aging-Program Income,50,Department of Family and Support Services,2904,Area Plan on Aging,0135,For Delegate Agencies,150000.00
GRANTS,G453,Early Head Start -Child Care Partnership,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,19000000.00
GRANTS,G461,The National Academy of State Health Policy,50,Department of Family and Support Services,280J,The National Academy Of State Health Policy,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,8000.00
GRANTS,G484,Title XX Donated Funds,50,Department of Family and Support Services,2873,Title XX Donated Funds,0091,Uniform Allowance,420000.00
GRANTS,G485,Title XX Donated Funds,50,Department of Family and Support Services,2873,Title XX Donated Funds,0135,For Delegate Agencies,1400000.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,50,Department of Family and Support Services,290H,American Rescue Plan Fiscal Recovery,0005,Salaries and Wages - on Payroll,2593512.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,50,Department of Family and Support Services,290H,American Rescue Plan Fiscal Recovery,0006,Salary Provision,5707384.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,50,Department of Family and Support Services,290H,American Rescue Plan Fiscal Recovery,0044,Fringe Benefits,1692006.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,50,Department of Family and Support Services,290H,American Rescue Plan Fiscal Recovery,0135,For Delegate Agencies,205440652.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,50,Department of Family and Support Services,290H,American Rescue Plan Fiscal Recovery,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,5866446.00
GRANTS,GA03,Home Investment Partnership,50,Department of Family and Support Services,280E,Home Investment Partnership,0135,For Delegate Agencies,44000000.00
GRANTS,GA11,Early Head Start - Child Care Partnership,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,1425000.00
GRANTS,GA14,Early Head Start Expansion,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0135,For Delegate Agencies,260000.00
GRANTS,GA16,Early Head Start American Rescue Plan,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0135,For Delegate Agencies,1642000.00
GRANTS,GA17,Head Start American Rescue Plan,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,1929000.00
GRANTS,GA29,American Rescue Plan,50,Department of Family and Support Services,2904,Area Plan on Aging,0135,For Delegate Agencies,11520000.00
GRANTS,0P87,CPD - Private Grants,51,Office of Public Safety Administration,2826,PSA - Private Grants,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,3100000.00
GRANTS,0V99,Edward Byrne Memorial Justice Assistance Grant (JAG),51,Office of Public Safety Administration,2810,Edward Byrne Memorial Justice Assistance Grant (JAG),0005,Salaries and Wages - on Payroll,90668.00
GRANTS,0V99,Edward Byrne Memorial Justice Assistance Grant (JAG),51,Office of Public Safety Administration,2810,Edward Byrne Memorial Justice Assistance Grant (JAG),0006,Salary Provision,742.00
GRANTS,0V99,Edward Byrne Memorial Justice Assistance Grant (JAG),51,Office of Public Safety Administration,2810,Edward Byrne Memorial Justice Assistance Grant (JAG),0044,Fringe Benefits,69590.00
GRANTS,0W59,Urban Areas Security Initiative,51,Office of Public Safety Administration,2815,Urban Areas Security Initiative,0005,Salaries and Wages - on Payroll,1057254.00
GRANTS,0W59,Urban Areas Security Initiative,51,Office of Public Safety Administration,2815,Urban Areas Security Initiative,0015,Schedule Salary Adjustments,3802.00
GRANTS,0W59,Urban Areas Security Initiative,51,Office of Public Safety Administration,2815,Urban Areas Security Initiative,0044,Fringe Benefits,741537.00
GRANTS,0W59,Urban Areas Security Initiative,51,Office of Public Safety Administration,2815,Urban Areas Security Initiative,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,9102407.00
GRANTS,G016,Edward Byrne Memorial Justice Assistance Grant (JAG),51,Office of Public Safety Administration,2810,Edward Byrne Memorial Justice Assistance Grant (JAG),0006,Salary Provision,157000.00
GRANTS,G092,Urban Areas Security Initiative,51,Office of Public Safety Administration,2815,Urban Areas Security Initiative,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,13156000.00
GRANTS,G188,Urban Areas Security Initiative,51,Office of Public Safety Administration,2815,Urban Areas Security Initiative,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,8683000.00
GRANTS,G197,Edward Byrne Memorial Justice Assistance Grant,51,Office of Public Safety Administration,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),0140,For Professional and Technical Services and Other Third Party Benefit Agreements,157000.00
GRANTS,G212,Edward Byrne Memorial Justice Assistance Grant (JAG),51,Office of Public Safety Administration,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),0140,For Professional and Technical Services and Other Third Party Benefit Agreements,157000.00
GRANTS,G386,Urban Areas Security Initiative,51,Office of Public Safety Administration,2815,Urban Areas Security Initiative,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,9200000.00
GRANTS,005C,Community Development Block Grant - CARES ACT,54,Department of Planning and Development,2892,Community Healthcare Infrastructure,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,250000.00
GRANTS,033C,Community Development Block Grant - CARES Act,54,Department of Planning and Development,280A,Gift of Hope Project,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,5000000.00
GRANTS,0W87,Green Infrastructure Program,54,Department of Planning and Development,2887,Green Infrastructure Program,0540,Construction of Buildings and Other Structures,500000.00
GRANTS,0W90,Green Infrastructure Program,54,Department of Planning and Development,2887,Green Infrastructure Program,0540,Construction of Buildings and Other Structures,500000.00
GRANTS,G248,Equitable Transit Oriented Development,54,Department of Planning and Development,2894,Equitable Transit Oriented Development,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,200000.00
GRANTS,G249,Equitable Transit Oriented Development,54,Department of Planning and Development,2894,Equitable Transit Oriented Development,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,800000.00
GRANTS,G263,Small Business Resiliency Program,54,Department of Planning and Development,2895,Small Business Resiliency Program,0135,For Delegate Agencies,465000.00
GRANTS,G377,Home Investment Partnership,54,Department of Planning and Development,2819,Home Investment Partnership,0005,Salaries and Wages - on Payroll,99650.00
GRANTS,G377,Home Investment Partnership,54,Department of Planning and Development,2819,Home Investment Partnership,0006,Salary Provision,33328.00
GRANTS,G377,Home Investment Partnership,54,Department of Planning and Development,2819,Home Investment Partnership,0044,Fringe Benefits,67022.00
GRANTS,G379,Green Infrastructure Program,54,Department of Planning and Development,2887,Green Infrastructure Program,9103,Rehabilitation Loans and Grants,539000.00
GRANTS,G463,Build Illinois Bond Fund,54,Department of Planning and Development,280C,Bronzeville Theatre Project,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,26000000.00
GRANTS,G464,African American Cultural Heritage Action Fund,54,Department of Planning and Development,280D,African American Cultural Heritage,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,150000.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,54,Department of Planning and Development,290H,American Rescue Plan Fiscal Recovery,0005,Salaries and Wages - on Payroll,536736.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,54,Department of Planning and Development,290H,American Rescue Plan Fiscal Recovery,0006,Salary Provision,1003767.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,54,Department of Planning and Development,290H,American Rescue Plan Fiscal Recovery,0044,Fringe Benefits,350167.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,54,Department of Planning and Development,290H,American Rescue Plan Fiscal Recovery,0135,For Delegate Agencies,15198850.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,54,Department of Planning and Development,290H,American Rescue Plan Fiscal Recovery,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,15186240.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,54,Department of Planning and Development,290H,American Rescue Plan Fiscal Recovery,0149,For Software Maintenance and Licensing,76000.00
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,54,Department of Planning and Development,290H,American Rescue Plan Fiscal Recovery,0169,Technical Meeting Costs,48000.00
