FUND TYPE,FUND CODE,FUND DESCRIPTION,DEPARTMENT NUMBER,DEPARTMENT DESCRIPTION,APPROPRIATION AUTHORITY,APPROPRIATION AUTHORITY DESCRIPTION,APPROPRIATION ACCOUNT,APPROPRIATION ACCOUNT DESCRIPTION,2020 ORDINANCE (AMOUNT $)
GRANTS,0Y62,EARLY HEAD START -CHILD CARE PARTNERSHIP,50,DFSS,2860,HEAD START / EARLY HEAD START,169,TECHNICAL MEETING COSTS,2100.00
GRANTS,0Y62,EARLY HEAD START -CHILD CARE PARTNERSHIP,50,DFSS,2860,HEAD START / EARLY HEAD START,245,REIMBURSEMENT TO TRAVELERS,4800.00
GRANTS,0Y62,EARLY HEAD START -CHILD CARE PARTNERSHIP,50,DFSS,2860,HEAD START / EARLY HEAD START,270,LOCAL TRANSPORTATION,500.00
GRANTS,0Y62,EARLY HEAD START -CHILD CARE PARTNERSHIP,50,DFSS,2860,HEAD START / EARLY HEAD START,348,BOOKS AND RELATED MATERIAL,50000.00
GRANTS,0Y62,EARLY HEAD START -CHILD CARE PARTNERSHIP,50,DFSS,2860,HEAD START / EARLY HEAD START,350,STATIONERY AND OFFICE SUPPLIES,5000.00
GRANTS,0Y62,EARLY HEAD START -CHILD CARE PARTNERSHIP,50,DFSS,2860,HEAD START / EARLY HEAD START,801,INDIRECT COSTS,536236.00
GRANTS,0Y63,ELDER ABUSE AND NEGLECT,50,DFSS,2846,ELDER ABUSE AND NEGLECT,6,SALARY PROVISION,45000.00
GRANTS,0Y63,ELDER ABUSE AND NEGLECT,50,DFSS,2846,ELDER ABUSE AND NEGLECT,801,INDIRECT COSTS,20000.00
GRANTS,0Y64,FOSTER GRANDPARENTS,50,DFSS,2815,FOSTER GRANDPARENTS,5,SALARIES AND WAGES - ON PAYROLL,114881.00
GRANTS,0Y64,FOSTER GRANDPARENTS,50,DFSS,2815,FOSTER GRANDPARENTS,44,FRINGE BENEFITS,53674.00
GRANTS,0Y64,FOSTER GRANDPARENTS,50,DFSS,2815,FOSTER GRANDPARENTS,50,STIPENDS,311762.00
GRANTS,0Y64,FOSTER GRANDPARENTS,50,DFSS,2815,FOSTER GRANDPARENTS,140,PROFESSIONAL AND TECHNICAL SERVICES,10534.00
GRANTS,0Y64,FOSTER GRANDPARENTS,50,DFSS,2815,FOSTER GRANDPARENTS,229,TRANSPORTATION AND EXPENSE ALLOWANCE,56236.00
GRANTS,0Y64,FOSTER GRANDPARENTS,50,DFSS,2815,FOSTER GRANDPARENTS,330,FOOD,22913.00
GRANTS,0Y64,FOSTER GRANDPARENTS,50,DFSS,2815,FOSTER GRANDPARENTS,991,MATCHING AND SUPPLEMENTAL GRANTS,245000.00
GRANTS,0Y65,STATE FOSTER GRANDPARENTS,50,DFSS,2815,FOSTER GRANDPARENTS,140,PROFESSIONAL AND TECHNICAL SERVICES,28000.00
GRANTS,0Y65,STATE FOSTER GRANDPARENTS,50,DFSS,2815,FOSTER GRANDPARENTS,330,FOOD,4000.00
GRANTS,0Y65,STATE FOSTER GRANDPARENTS,50,DFSS,2815,FOSTER GRANDPARENTS,340,MATERIAL AND SUPPLIES,4000.00
GRANTS,0Y66,LONG TERM CARE OMBUDSMAN PROGRAM - CMP,50,DFSS,2836,LONG TERM CARE OMBUDSMAN,6,SALARY PROVISION,120000.00
GRANTS,0Y67,LONG TERM CARE SYSTEM DEVELOPMENT,50,DFSS,2820,LONGTERM CARE SYSTEM DEVELOP,6,SALARY PROVISION,62000.00
GRANTS,0Y68,MEDICARE IMPROVEMENTS ACT,50,DFSS,2937,MEDICARE IMPROVEMENTS,5,SALARIES AND WAGES - ON PAYROLL,75760.00
GRANTS,0Y68,MEDICARE IMPROVEMENTS ACT,50,DFSS,2937,MEDICARE IMPROVEMENTS,44,FRINGE BENEFITS,34240.00
GRANTS,0Y69,SENIOR EMPLOYMENT SPECIALIST,50,DFSS,2807,OAA TITLE V SENIOR EMPLOYMENT,5,SALARIES AND WAGES - ON PAYROLL,87219.00
GRANTS,0Y69,SENIOR EMPLOYMENT SPECIALIST,50,DFSS,2807,OAA TITLE V SENIOR EMPLOYMENT,44,FRINGE BENEFITS,39410.00
GRANTS,0Y69,SENIOR EMPLOYMENT SPECIALIST,50,DFSS,2807,OAA TITLE V SENIOR EMPLOYMENT,50,STIPENDS,395881.00
GRANTS,0Y69,SENIOR EMPLOYMENT SPECIALIST,50,DFSS,2807,OAA TITLE V SENIOR EMPLOYMENT,125,OFFICE AND BUILDING SERVICES,10000.00
GRANTS,0Y69,SENIOR EMPLOYMENT SPECIALIST,50,DFSS,2807,OAA TITLE V SENIOR EMPLOYMENT,135,DELEGATE AGENCIES,130000.00
GRANTS,0Y69,SENIOR EMPLOYMENT SPECIALIST,50,DFSS,2807,OAA TITLE V SENIOR EMPLOYMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,2800.00
GRANTS,0Y69,SENIOR EMPLOYMENT SPECIALIST,50,DFSS,2807,OAA TITLE V SENIOR EMPLOYMENT,801,INDIRECT COSTS,30690.00
GRANTS,0Y69,SENIOR EMPLOYMENT SPECIALIST,50,DFSS,2807,OAA TITLE V SENIOR EMPLOYMENT,991,MATCHING AND SUPPLEMENTAL GRANTS,130000.00
GRANTS,0Y70,STATE SENIOR EMPLOYMENT SPECIALIST,50,DFSS,2807,OAA TITLE V SENIOR EMPLOYMENT,6,SALARY PROVISION,22000.00
GRANTS,0Y71,STATE SENIOR COMPANION MATCH,50,DFSS,2868,SENIOR COMPANION PJT - ACTION,50,STIPENDS,16000.00
GRANTS,0Y72,SENIOR HEALTH ASSISTANCE,50,DFSS,2946,Senior Health Assistance Pgm.,5,SALARIES AND WAGES - ON PAYROLL,209788.00
GRANTS,0Y72,SENIOR HEALTH ASSISTANCE,50,DFSS,2946,Senior Health Assistance Pgm.,6,SALARY PROVISION,37419.00
GRANTS,0Y72,SENIOR HEALTH ASSISTANCE,50,DFSS,2946,Senior Health Assistance Pgm.,44,FRINGE BENEFITS,94793.00
GRANTS,0Y73,SENIOR MEDICARE PATROL,50,DFSS,2945,Senior Medicare Patrol,135,DELEGATE AGENCIES,23000.00
GRANTS,0Y75,TITLE XX DONATED FUNDS,50,DFSS,2873,TITLE XX DONATED FUNDS,6,SALARY PROVISION,7124.00
GRANTS,0Y75,TITLE XX DONATED FUNDS,50,DFSS,2873,TITLE XX DONATED FUNDS,135,DELEGATE AGENCIES,1516635.00
GRANTS,0Y75,TITLE XX DONATED FUNDS,50,DFSS,2873,TITLE XX DONATED FUNDS,801,INDIRECT COSTS,4241.00
GRANTS,0Y78,ALZHEIMER'S DISEASE PROGRAM INITIATIVE,50,DFSS,2964,Alzheimer's Disease Program,3,SCHEDULED WAGE ADJUSTMENTS,2635.00
GRANTS,0Y78,ALZHEIMER'S DISEASE PROGRAM INITIATIVE,50,DFSS,2964,Alzheimer's Disease Program,5,SALARIES AND WAGES - ON PAYROLL,156203.00
GRANTS,0Y78,ALZHEIMER'S DISEASE PROGRAM INITIATIVE,50,DFSS,2964,Alzheimer's Disease Program,15,SCHEDULE SALARY ADJUSTMENTS,876.00
GRANTS,0Y78,ALZHEIMER'S DISEASE PROGRAM INITIATIVE,50,DFSS,2964,Alzheimer's Disease Program,44,FRINGE BENEFITS,80545.00
GRANTS,0Y78,ALZHEIMER'S DISEASE PROGRAM INITIATIVE,50,DFSS,2964,Alzheimer's Disease Program,140,PROFESSIONAL AND TECHNICAL SERVICES,393981.00
GRANTS,0Y78,ALZHEIMER'S DISEASE PROGRAM INITIATIVE,50,DFSS,2964,Alzheimer's Disease Program,801,INDIRECT COSTS,211091.00
GRANTS,0Y78,ALZHEIMER'S DISEASE PROGRAM INITIATIVE,50,DFSS,2964,Alzheimer's Disease Program,991,MATCHING AND SUPPLEMENTAL GRANTS,221669.00
GRANTS,0V35,SECURING THE CITIES,51,PUBLIC SAFETY ADMINISTRATION,2820,Securing the City,3,SCHEDULED WAGE ADJUSTMENTS,6949.00
GRANTS,0V35,SECURING THE CITIES,51,PUBLIC SAFETY ADMINISTRATION,2820,Securing the City,5,SALARIES AND WAGES - ON PAYROLL,172832.00
GRANTS,0V35,SECURING THE CITIES,51,PUBLIC SAFETY ADMINISTRATION,2820,Securing the City,44,FRINGE BENEFITS,81219.00
GRANTS,0V99,EDWARD BYRNE MEMORIAL JAG,51,PUBLIC SAFETY ADMINISTRATION,2810,Edward Byrne Memorial JAG,5,SALARIES AND WAGES - ON PAYROLL,104011.00
GRANTS,0V99,EDWARD BYRNE MEMORIAL JAG,51,PUBLIC SAFETY ADMINISTRATION,2810,Edward Byrne Memorial JAG,44,FRINGE BENEFITS,46989.00
GRANTS,0W96,URBAN AREAS SECURITY INITIATIVE,51,PUBLIC SAFETY ADMINISTRATION,2815,UASI,3,SCHEDULED WAGE ADJUSTMENTS,45047.00
GRANTS,0W96,URBAN AREAS SECURITY INITIATIVE,51,PUBLIC SAFETY ADMINISTRATION,2815,UASI,5,SALARIES AND WAGES - ON PAYROLL,1657377.00
GRANTS,0W96,URBAN AREAS SECURITY INITIATIVE,51,PUBLIC SAFETY ADMINISTRATION,2815,UASI,15,SCHEDULE SALARY ADJUSTMENTS,5989.00
GRANTS,0W96,URBAN AREAS SECURITY INITIATIVE,51,PUBLIC SAFETY ADMINISTRATION,2815,UASI,44,FRINGE BENEFITS,764587.00
GRANTS,0V40,CONSERVATION INNOVATION PROGRAM,54,PLANNING AND DEVELOPMENT,2884,Conservation Innovation,3,SCHEDULED WAGE ADJUSTMENTS,3093.00
GRANTS,0V40,CONSERVATION INNOVATION PROGRAM,54,PLANNING AND DEVELOPMENT,2884,Conservation Innovation,5,SALARIES AND WAGES - ON PAYROLL,80002.00
GRANTS,0V40,CONSERVATION INNOVATION PROGRAM,54,PLANNING AND DEVELOPMENT,2884,Conservation Innovation,44,FRINGE BENEFITS,36149.00
GRANTS,0V40,CONSERVATION INNOVATION PROGRAM,54,PLANNING AND DEVELOPMENT,2884,Conservation Innovation,140,PROFESSIONAL AND TECHNICAL SERVICES,580756.00
GRANTS,0W74,HOME PROGRAM,54,PLANNING AND DEVELOPMENT,2819,HOME INVESTMENT PARTNERSHIP,5,SALARIES AND WAGES - ON PAYROLL,97919.00
GRANTS,0W74,HOME PROGRAM,54,PLANNING AND DEVELOPMENT,2819,HOME INVESTMENT PARTNERSHIP,44,FRINGE BENEFITS,43081.00
GRANTS,0W85,AFRICAN AMERICAN CIVIL RIGHTS PRESERVATN,54,PLANNING AND DEVELOPMENT,2888,African American Civil Rights,140,PROFESSIONAL AND TECHNICAL SERVICES,446000.00
GRANTS,0W87,GREEN INFRASTRUCTURE PROGRAM,54,PLANNING AND DEVELOPMENT,2887,Green Infrastructure Program,140,PROFESSIONAL AND TECHNICAL SERVICES,500000.00
GRANTS,0191,ASSET FORFEITURE - STATE,57,CPD,2817,ASSET FORFEITURE - STATE,140,PROFESSIONAL AND TECHNICAL SERVICES,335000.00
GRANTS,0191,ASSET FORFEITURE - STATE,57,CPD,2817,ASSET FORFEITURE - STATE,157,RENTAL EQUIPMENT AND SERVICES,1800000.00
GRANTS,0657,POLICE,57,CPD,2816,ASSET FORFEITURE - FEDERAL,140,PROFESSIONAL AND TECHNICAL SERVICES,300000.00
GRANTS,0B17,ASSET FORFEITURE - FEDERAL,57,CPD,2816,ASSET FORFEITURE - FEDERAL,140,PROFESSIONAL AND TECHNICAL SERVICES,4740000.00
GRANTS,0K76,GET BEHIND THE VEST,57,CPD,2999,Get Behind the Vest,340,MATERIAL AND SUPPLIES,212000.00
GRANTS,0P87,CPD - PRIVATE GRANTS,57,CPD,2854,CPD - Private Grants,140,PROFESSIONAL AND TECHNICAL SERVICES,3788000.00
GRANTS,0U88,NAT. EXPLOSIVES DETECT. CANINE,57,CPD,2882,NAT. EXPLOSIVES DETECT. CANINE,140,PROFESSIONAL AND TECHNICAL SERVICES,758000.00
GRANTS,0V07,COMMUNITY POLICING DEVELOPMENT,57,CPD,2909,Community Policing Development,140,PROFESSIONAL AND TECHNICAL SERVICES,80000.00
GRANTS,0V19,EDWARD BYRNE MEMORIAL JAG,57,CPD,2996,Edward Byrne Memorial JAG,140,PROFESSIONAL AND TECHNICAL SERVICES,975000.00
GRANTS,0V27,URBAN AREAS SECURITY INITIATIVE,57,CPD,280V,UASI,140,PROFESSIONAL AND TECHNICAL SERVICES,2750000.00
GRANTS,0V49,COPS HIRING PROGRAM,57,CPD,2983,COPS HIRING PROGRAM,5,SALARIES AND WAGES - ON PAYROLL,1663938.00
GRANTS,0V49,COPS HIRING PROGRAM,57,CPD,2983,COPS HIRING PROGRAM,6,SALARY PROVISION,610527.00
GRANTS,0V49,COPS HIRING PROGRAM,57,CPD,2983,COPS HIRING PROGRAM,15,SCHEDULE SALARY ADJUSTMENTS,48675.00
GRANTS,0V49,COPS HIRING PROGRAM,57,CPD,2983,COPS HIRING PROGRAM,44,FRINGE BENEFITS,751860.00
GRANTS,0V50,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE,57,CPD,2996,Edward Byrne Memorial JAG,3,SCHEDULED WAGE ADJUSTMENTS,18815.00
GRANTS,0V50,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE,57,CPD,2996,Edward Byrne Memorial JAG,5,SALARIES AND WAGES - ON PAYROLL,501725.00
GRANTS,0V50,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE,57,CPD,2996,Edward Byrne Memorial JAG,44,FRINGE BENEFITS,219906.00
GRANTS,0V50,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE,57,CPD,2996,Edward Byrne Memorial JAG,140,PROFESSIONAL AND TECHNICAL SERVICES,1528554.00
GRANTS,0V54,TRANSIT SECURITY PROGRAM,57,CPD,2921,TRANSIT SECURITY,20,OVERTIME,193000.00
GRANTS,0V54,TRANSIT SECURITY PROGRAM,57,CPD,2921,TRANSIT SECURITY,140,PROFESSIONAL AND TECHNICAL SERVICES,113000.00
GRANTS,0V59,PORT SECURITY,57,CPD,280N,Port Security,140,PROFESSIONAL AND TECHNICAL SERVICES,570000.00
GRANTS,0V61,URBAN AREA SECURITY INITIATIVE,57,CPD,280V,UASI,140,PROFESSIONAL AND TECHNICAL SERVICES,6422000.00
GRANTS,0V68,PROJECT SAFE NEIGHBORHOOD,57,CPD,2859,PROJECT SAFE NEIGHBORHOODS,140,PROFESSIONAL AND TECHNICAL SERVICES,450000.00
GRANTS,0V69,TECHNOLOGY INNOVATION FOR PUBLIC SAFETY,57,CPD,2811,TECHNOLOGY OPPORTUNITIES,140,PROFESSIONAL AND TECHNICAL SERVICES,445000.00
GRANTS,0V75,FIRST RESPONDERS ADDICTION RECOVERY,57,CPD,280Q,1st Responders Addiction Rec.,140,PROFESSIONAL AND TECHNICAL SERVICES,966000.00
GRANTS,0V84,COPS HIRING PROGRAM,57,CPD,2983,COPS HIRING PROGRAM,6,SALARY PROVISION,8251000.00
GRANTS,0V85,PORT SECURITY - MATCH,57,CPD,280N,Port Security,140,PROFESSIONAL AND TECHNICAL SERVICES,199000.00
GRANTS,0V86,LOCAL LAW ENFORCEMENT CRIME GUN INTEL,57,CPD,280R,Gun Intelligence Integration,140,PROFESSIONAL AND TECHNICAL SERVICES,552000.00
GRANTS,0V87,PORT SECURITY,57,CPD,280N,Port Security,340,MATERIAL AND SUPPLIES,243000.00
GRANTS,0V87,PORT SECURITY,57,CPD,280N,Port Security,451,VEHICLES - POLICE AND FIRE,538000.00
GRANTS,0V88,PORT SECURITY,57,CPD,280N,Port Security,140,PROFESSIONAL AND TECHNICAL SERVICES,261000.00
GRANTS,0V89,JUSTICE AND MENTAL HEALTH COLLABORATION,57,CPD,2935,JUSTICE AND MENTAL HEALTH,140,PROFESSIONAL AND TECHNICAL SERVICES,746000.00
GRANTS,0V91,TRANSIT SECURITY,57,CPD,2921,TRANSIT SECURITY,5,SALARIES AND WAGES - ON PAYROLL,2108643.00
GRANTS,0V91,TRANSIT SECURITY,57,CPD,2921,TRANSIT SECURITY,6,SALARY PROVISION,2459149.00
GRANTS,0V91,TRANSIT SECURITY,57,CPD,2921,TRANSIT SECURITY,44,FRINGE BENEFITS,1080208.00
GRANTS,0V93,STEP,57,CPD,2968,STEP,140,PROFESSIONAL AND TECHNICAL SERVICES,663000.00
GRANTS,0V95,LOCAL ALCOHOL PROGRAM,57,CPD,2995,Local Alcohol Program,140,PROFESSIONAL AND TECHNICAL SERVICES,497000.00
GRANTS,0V97,INJURY PREVENTION,57,CPD,2987,INJURY PREVENTION,140,PROFESSIONAL AND TECHNICAL SERVICES,112000.00
GRANTS,0V99,EDWARD BYRNE MEMORIAL JAG,57,CPD,2996,Edward Byrne Memorial JAG,140,PROFESSIONAL AND TECHNICAL SERVICES,2149000.00
GRANTS,0W50,MOTOR VEHICLE THEFT PREVENTION,57,CPD,2945,MOTOR VEHICLE THEFT PREVENTION,6,SALARY PROVISION,214000.00
GRANTS,0W50,MOTOR VEHICLE THEFT PREVENTION,57,CPD,2945,MOTOR VEHICLE THEFT PREVENTION,20,OVERTIME,686000.00
GRANTS,0W50,MOTOR VEHICLE THEFT PREVENTION,57,CPD,2945,MOTOR VEHICLE THEFT PREVENTION,140,PROFESSIONAL AND TECHNICAL SERVICES,194000.00
GRANTS,0W50,MOTOR VEHICLE THEFT PREVENTION,57,CPD,2945,MOTOR VEHICLE THEFT PREVENTION,245,REIMBURSEMENT TO TRAVELERS,6000.00
GRANTS,0W50,MOTOR VEHICLE THEFT PREVENTION,57,CPD,2945,MOTOR VEHICLE THEFT PREVENTION,340,MATERIAL AND SUPPLIES,112000.00
GRANTS,0W50,MOTOR VEHICLE THEFT PREVENTION,57,CPD,2945,MOTOR VEHICLE THEFT PREVENTION,421,MACHINERY AND EQUIPMENT,352000.00
GRANTS,0W50,MOTOR VEHICLE THEFT PREVENTION,57,CPD,2945,MOTOR VEHICLE THEFT PREVENTION,801,INDIRECT COSTS,44000.00
GRANTS,0W51,NCS - X IMPLEMENTATION,57,CPD,2881,DATA COLLECTIONS AND STUDIES,140,PROFESSIONAL AND TECHNICAL SERVICES,503000.00
GRANTS,0W88,INNOVATIONS IN COMMUNITY BASED CRIME RED,57,CPD,280S,Byrne CJ Innovation Program,20,OVERTIME,325000.00
GRANTS,0W91,INJURY PREVENTION - PEDESTRIAN SAFETY,57,CPD,2987,INJURY PREVENTION,140,PROFESSIONAL AND TECHNICAL SERVICES,119000.00
GRANTS,0W92,SAFE ROUTES TO SCHOOLS,57,CPD,2912,SAFE ROUTES TO SCHOOLS,340,MATERIAL AND SUPPLIES,150000.00
GRANTS,0W93,VIOLENCE AGAINST WOMEN - DOM VIOLENCE,57,CPD,2844,VIOLENCE AGAINST WOMEN - DVP,3,SCHEDULED WAGE ADJUSTMENTS,2828.00
GRANTS,0W93,VIOLENCE AGAINST WOMEN - DOM VIOLENCE,57,CPD,2844,VIOLENCE AGAINST WOMEN - DVP,5,SALARIES AND WAGES - ON PAYROLL,73146.00
GRANTS,0W93,VIOLENCE AGAINST WOMEN - DOM VIOLENCE,57,CPD,2844,VIOLENCE AGAINST WOMEN - DVP,15,SCHEDULE SALARY ADJUSTMENTS,1283.00
GRANTS,0W93,VIOLENCE AGAINST WOMEN - DOM VIOLENCE,57,CPD,2844,VIOLENCE AGAINST WOMEN - DVP,44,FRINGE BENEFITS,33051.00
GRANTS,0W93,VIOLENCE AGAINST WOMEN - DOM VIOLENCE,57,CPD,2844,VIOLENCE AGAINST WOMEN - DVP,140,PROFESSIONAL AND TECHNICAL SERVICES,23692.00
GRANTS,0W94,VIOLENCE AGAINST WOMEN - SEXUAL ASSAULT,57,CPD,2842,VIOLENCE AGAINST WOMEN - SAP,140,PROFESSIONAL AND TECHNICAL SERVICES,71000.00
GRANTS,0W96,URBAN AREAS SECURITY INITIATIVE,57,CPD,280V,UASI,3,SCHEDULED WAGE ADJUSTMENTS,3485.00
GRANTS,0W96,URBAN AREAS SECURITY INITIATIVE,57,CPD,280V,UASI,5,SALARIES AND WAGES - ON PAYROLL,78989.00
GRANTS,0W96,URBAN AREAS SECURITY INITIATIVE,57,CPD,280V,UASI,44,FRINGE BENEFITS,40730.00
GRANTS,0W96,URBAN AREAS SECURITY INITIATIVE,57,CPD,280V,UASI,140,PROFESSIONAL AND TECHNICAL SERVICES,7093796.00
GRANTS,0Z66,COPS HIRING PROGRAM,57,CPD,2983,COPS HIRING PROGRAM,5,SALARIES AND WAGES - ON PAYROLL,1021657.00
GRANTS,0Z66,COPS HIRING PROGRAM,57,CPD,2983,COPS HIRING PROGRAM,6,SALARY PROVISION,2693528.00
GRANTS,0Z66,COPS HIRING PROGRAM,57,CPD,2983,COPS HIRING PROGRAM,44,FRINGE BENEFITS,526815.00
GRANTS,0Z67,COPS HIRING PROGRAM,57,CPD,2983,COPS HIRING PROGRAM,5,SALARIES AND WAGES - ON PAYROLL,1021657.00
GRANTS,0Z67,COPS HIRING PROGRAM,57,CPD,2983,COPS HIRING PROGRAM,6,SALARY PROVISION,2693528.00
GRANTS,0Z67,COPS HIRING PROGRAM,57,CPD,2983,COPS HIRING PROGRAM,44,FRINGE BENEFITS,526815.00
GRANTS,0Z69,TRANSIT SECURITY,57,CPD,2921,TRANSIT SECURITY,140,PROFESSIONAL AND TECHNICAL SERVICES,7945000.00
GRANTS,0Z70,PAUL COVERDELL FORENSIC SCIENCE IMPROVMT,57,CPD,280A,Coverdell Forensic Science,140,PROFESSIONAL AND TECHNICAL SERVICES,250000.00
GRANTS,0Z71,BJA BODY WORN CAMERAS,57,CPD,280H,Body Worn Cameras,140,PROFESSIONAL AND TECHNICAL SERVICES,640000.00
GRANTS,0Z72,BJA BODY WORN CAMERAS,57,CPD,280H,Body Worn Cameras,140,PROFESSIONAL AND TECHNICAL SERVICES,640000.00
GRANTS,0Z73,PORT SECURITY,57,CPD,280N,Port Security,140,PROFESSIONAL AND TECHNICAL SERVICES,1287000.00
GRANTS,0Z74,STEP,57,CPD,2968,STEP,140,PROFESSIONAL AND TECHNICAL SERVICES,663000.00
GRANTS,0Z76,SMART POLICING INNOVATION,57,CPD,2982,SMART POLICING INNOVATION,140,PROFESSIONAL AND TECHNICAL SERVICES,662000.00
GRANTS,0Z85,LOCAL ALCOHOL PROGRAM,57,CPD,2995,Local Alcohol Program,140,PROFESSIONAL AND TECHNICAL SERVICES,503000.00
GRANTS,0U94,PORT SECURITY,58,OEMC,2831,PORT SECURITY,140,PROFESSIONAL AND TECHNICAL SERVICES,435000.00
GRANTS,0V26,PORT SECURITY,58,OEMC,2831,PORT SECURITY,140,PROFESSIONAL AND TECHNICAL SERVICES,547000.00
GRANTS,0V27,URBAN AREAS SECURITY INITIATIVE,58,OEMC,2811,URBAN AREA SECURITY INITIATIVE,140,PROFESSIONAL AND TECHNICAL SERVICES,16322000.00
GRANTS,0V61,URBAN AREA SECURITY INITIATIVE,58,OEMC,2811,URBAN AREA SECURITY INITIATIVE,140,PROFESSIONAL AND TECHNICAL SERVICES,18397000.00
GRANTS,0V63,PORT SECURITY,58,OEMC,2831,PORT SECURITY,140,PROFESSIONAL AND TECHNICAL SERVICES,1305000.00
GRANTS,0V72,COMPLEX COORDINATED TERRORIST ATTACK,58,OEMC,2900,Complex Coor. Terrorist Attack,140,PROFESSIONAL AND TECHNICAL SERVICES,700000.00
GRANTS,0V81,PORT SECURITY,58,OEMC,2831,PORT SECURITY,140,PROFESSIONAL AND TECHNICAL SERVICES,183000.00
GRANTS,0W68,REGIONAL CATASTROPHIC PREPAREDNESS,58,OEMC,2885,REGIONAL CATASTROPHIC PREP.,140,PROFESSIONAL AND TECHNICAL SERVICES,1500000.00
GRANTS,0W95,PORT SECURITY,58,OEMC,2831,PORT SECURITY,140,PROFESSIONAL AND TECHNICAL SERVICES,816000.00
GRANTS,0W96,URBAN AREAS SECURITY INITIATIVE,58,OEMC,2811,URBAN AREA SECURITY INITIATIVE,3,SCHEDULED WAGE ADJUSTMENTS,8538.00
GRANTS,0W96,URBAN AREAS SECURITY INITIATIVE,58,OEMC,2811,URBAN AREA SECURITY INITIATIVE,5,SALARIES AND WAGES - ON PAYROLL,1391847.00
GRANTS,0W96,URBAN AREAS SECURITY INITIATIVE,58,OEMC,2811,URBAN AREA SECURITY INITIATIVE,15,SCHEDULE SALARY ADJUSTMENTS,6025.00
GRANTS,0W96,URBAN AREAS SECURITY INITIATIVE,58,OEMC,2811,URBAN AREA SECURITY INITIATIVE,44,FRINGE BENEFITS,636490.00
GRANTS,0W96,URBAN AREAS SECURITY INITIATIVE,58,OEMC,2811,URBAN AREA SECURITY INITIATIVE,140,PROFESSIONAL AND TECHNICAL SERVICES,23773100.00
GRANTS,0W99,HAZARDOUS MATERIALS EMERGENCY PREP,58,OEMC,2825,HAZARDOUS MATERIALS EMERG PREP,140,PROFESSIONAL AND TECHNICAL SERVICES,125000.00
GRANTS,0Y76,PREPAREDNESS AND RESPONSE,58,OEMC,2902,Preparedness and Response,140,PROFESSIONAL AND TECHNICAL SERVICES,1000000.00
GRANTS,0Y99,EMERGENCY MANAGEMENT ASSISTANCE,58,OEMC,2820,EMERGENCY MGMT ASSISTANCE,140,PROFESSIONAL AND TECHNICAL SERVICES,625000.00
GRANTS,0Z94,EMERGENCY MANAGEMENT ASSISTANCE,58,OEMC,2820,EMERGENCY MGMT ASSISTANCE,6,SALARY PROVISION,625000.00
GRANTS,0V27,URBAN AREAS SECURITY INITIATIVE,59,CFD,2825,UASI,140,PROFESSIONAL AND TECHNICAL SERVICES,3143000.00
GRANTS,0V35,SECURING THE CITIES,59,CFD,2823,Securing the City,5,SALARIES AND WAGES - ON PAYROLL,140838.00
GRANTS,0V35,SECURING THE CITIES,59,CFD,2823,Securing the City,44,FRINGE BENEFITS,63639.00
GRANTS,0V35,SECURING THE CITIES,59,CFD,2823,Securing the City,140,PROFESSIONAL AND TECHNICAL SERVICES,12499523.00
GRANTS,0V61,URBAN AREA SECURITY INITIATIVE,59,CFD,2825,UASI,140,PROFESSIONAL AND TECHNICAL SERVICES,5980000.00
GRANTS,0V64,PORT SECURITY,59,CFD,2824,Port Security,140,PROFESSIONAL AND TECHNICAL SERVICES,194000.00
GRANTS,0V82,PORT SECURITY,59,CFD,2824,Port Security,140,PROFESSIONAL AND TECHNICAL SERVICES,65000.00
GRANTS,0W96,URBAN AREAS SECURITY INITIATIVE,59,CFD,2825,UASI,140,PROFESSIONAL AND TECHNICAL SERVICES,6006000.00
GRANTS,0W97,FIRE ACADEMY TRAINING AND IMPROVEMENT,59,CFD,2810,FIRE ACAD TRNG/IMPROVEMENT,5,SALARIES AND WAGES - ON PAYROLL,908028.00
GRANTS,0W97,FIRE ACADEMY TRAINING AND IMPROVEMENT,59,CFD,2810,FIRE ACAD TRNG/IMPROVEMENT,15,SCHEDULE SALARY ADJUSTMENTS,1443.00
GRANTS,0W97,FIRE ACADEMY TRAINING AND IMPROVEMENT,59,CFD,2810,FIRE ACAD TRNG/IMPROVEMENT,44,FRINGE BENEFITS,430858.00
GRANTS,0W97,FIRE ACADEMY TRAINING AND IMPROVEMENT,59,CFD,2810,FIRE ACAD TRNG/IMPROVEMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,1859671.00
GRANTS,0Z87,FIRE ACADEMY TRAINING AND IMPROVEMENT,59,CFD,2810,FIRE ACAD TRNG/IMPROVEMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,2838000.00
GRANTS,0Z88,PORT SECURITY,59,CFD,2824,Port Security,140,PROFESSIONAL AND TECHNICAL SERVICES,751000.00
GRANTS,0Z89,PORT SECURITY,59,CFD,2824,Port Security,140,PROFESSIONAL AND TECHNICAL SERVICES,251000.00
GRANTS,0Z91,PORT SECURITY,59,CFD,2824,Port Security,140,PROFESSIONAL AND TECHNICAL SERVICES,1100000.00
